ticker,qty,buy_date,buy_price,sale_date,sale_price,stock_rank,pnl_inr,pnl_pct,exit_reason
20MICRONS,665,2016-07-01,30.05,2016-07-11,30.0,,-113.62446995899882,-0.005685985510815249,signal
ATULAUTO,40,2016-07-01,490.05,2016-07-11,476.5,,-620.8410473840013,-0.031672331771451956,signal
BEPL,1456,2016-07-01,13.7333333333,2016-07-11,14.1333333333,,501.97532092606343,0.025104121592303782,signal
BFUTILITIE,36,2016-07-01,540.75,2016-07-11,561.15,,656.1019350359966,0.033703289414701625,signal
BVCL,1169,2016-07-01,17.1,2016-07-11,17.25,,94.948783129199,0.004749837824561353,signal
CEATLTD,24,2016-07-01,822.4439786298,2016-07-11,815.3453194851,,-249.75850779828033,-0.01265326850460079,signal
CHENNPETRO,117,2016-07-01,170.4438933951,2016-07-11,172.9826941298,,216.83138661132762,0.01087313647741404,signal
GLFL,9756,2016-07-01,2.05,2016-07-12,1.85,,-2031.641035581597,-0.10158306760975595,exit_model_urgent
ASIANHOTNR,173,2016-07-11,115.55,2016-07-18,110.35,,-980.0022223937995,-0.049024255565556014,signal
AVTNPL,638,2016-07-01,31.3,2016-07-18,31.1,,-207.91876398480235,-0.010411868357827593,signal
BALMLAWRIE,33,2016-07-11,597.5,2016-07-18,600.2,,9.794400990002032,0.0004967364518829483,signal
BATAINDIA,36,2016-07-11,549.4507876721,2016-07-18,551.2735868422,,-13.937128106030286,-0.0007045989487611185,signal
DICIND,33,2016-07-11,599.1,2016-07-18,582.4,,-630.617965467598,-0.03189723805241185,signal
DYNAMATECH,7,2016-07-11,2506.15,2016-07-18,2505.35,,-76.1597610605968,-0.004341306731759688,signal
ESTER,382,2016-07-11,52.3,2016-07-18,48.0,,-1722.9557672312003,-0.08624006523135758,signal
GESHIP,77,2016-07-11,258.2722800083,2016-07-18,263.3006616571,,307.19818187187775,0.015447212443505906,signal
GOACARBON,201,2016-07-11,99.35,2016-07-18,96.95,,-562.7185628801963,-0.028179112634121605,signal
AARTIIND,153,2016-07-18,129.7723264279,2016-07-25,137.036935032,,1031.6258123274056,0.05195755176585447,signal
ABFRL,138,2016-07-18,143.35,2016-07-25,140.0,,-541.8662305715989,-0.027391467653993664,signal
AJANTPHARM,20,2016-07-18,969.8067236875,2016-07-25,1016.0552200198,,846.9568893482065,0.04366627229226762,signal
CANTABIL,1267,2016-07-18,15.69,2016-07-25,15.31,,-561.4160919491587,-0.02824133992861689,signal
EIHAHOTELS,113,2016-07-18,175.55,2016-07-25,175.575,,-76.96184231780353,-0.0038796824300770787,signal
FEDERALBNK,334,2016-07-18,59.3904753548,2016-07-25,65.7022664594,,2028.3543276989512,0.10225405862673291,signal
FOSECOIND,14,2016-07-01,1399.65,2016-07-25,1434.4,,407.6867050508008,0.020805543480298685,signal
FSL,491,2016-07-18,40.4988589829,2016-07-25,43.5476031993,,1416.9543531207892,0.07125766384910369,signal
GSS,864,2016-07-18,23.0,2016-07-25,24.1,,870.4729877760001,0.04380399495652174,signal
GENUSPAPER,4212,2016-07-25,4.75,2016-07-29,4.3,,-1975.8699946440029,-0.0987589341052633,exit_model_urgent
ADSL,574,2016-07-25,34.8,2016-08-01,34.1,,-482.14209211839625,-0.02413703452873545,signal
AGARIND,148,2016-07-25,135.1,2016-08-01,134.25,,-206.22092512160089,-0.010313727825314626,signal
AIAENG,20,2016-07-25,997.2067393701,2016-08-01,1002.552530352,,26.698674662671692,0.0013386729957088083,signal
BAJAJ-AUTO,8,2016-07-25,2305.8221336253,2016-08-01,2335.9591354273,,166.90218435938368,0.009047867457201361,signal
BHARATRAS,68,2016-07-25,292.125,2016-08-01,280.6625,,-859.3468465339975,-0.04326043175181844,signal
CEATLTD,23,2016-07-18,842.9776839412,2016-08-01,822.9203987067,,-539.2998377649456,-0.02781546828574652,signal
CRISIL,10,2016-07-25,1848.8194727998,2016-08-01,1931.4101427317,,751.545479209075,0.04065001966205795,signal
